Name,Bio,Identifier,B.A.,B.S.,J.D.,Ph.D.,M.B.A,M.A.,M.S.,M.P.H.,M.D.,D.M.D.
"CARNAHAN, Russ","[' (son of Senator Jean Carnahan, grandson of Representative Albert \r', 'Carnahan), \r', 'a Representative from Missouri; born in Columbia, Boone County, Mo., \r', 'July 10, 1958; B.A., University of Missouri, Columbia, Mo., 1979; J.D., \r', 'University of Missouri School of Law, Columbia, Mo., 1983; unsuccessful \r', 'candidate for election the United States House of Representatives in 1990; \r', 'member, Missouri state house of representatives, 2000-2004; elected as a \r', 'Democrat to the One Hundred Ninth and to the three succeeding Congresses \r', '(January 3, 2005-January 3, 2013); unsuccessful candidate for nomination to the \r', 'One Hundred Thirteenth Congress in 2012.\r']",C001060,1,0,1,0,0,0,0,0,0,0
"CARNEY, John C., Jr.","['a Representative from Delaware; born in Wilmington, New Castle \r', 'County, Del., May 20, 1956; graduated from St. Mark&#146;s High School, Wilmington, \r', 'Del., 1974; A.B., Dartmouth College, Hanover, N.H., 1978; M.P.A., University of \r', 'Delaware, Newark, Del., 1987; athletic coach; staff, United States Senator \r', 'Joseph Biden, Jr., of Delaware, 1986-1989; New Castle County, Del., chief \r', 'administrative officer, 1989-1994; staff, Governor Thomas Carper of Delaware, \r', '1994-1997; finance secretary of Delaware, 1997-2000; lieutenant governor of \r', 'Delaware, 2001-2009; elected as a Democrat to the One Hundred Twelfth and to \r', 'the two succeeding Congresses (January 3, 2011-January 3, 2017); was not a \r', 'candidate for reelection to the One Hundred Fifteenth Congress in 2016; \r', 'Governor of Delaware, 2017-present.\r']",C001083,1,0,0,0,0,0,0,0,0,0
"CARSON, Andr&eacute;","[' (grandson of Julia Carson), \r', ' a Representative from Indiana; born in Indianapolis, Marion County, \r', 'Ind., October 16, 1974; graduated from Arsenal Technical High School, \r', 'Indianapolis, Ind.; B.A., Concordia University Wisconsin, Mequon, Wis., 2003; \r', 'M.S., Indiana Wesleyan University, Marion, Ind., 2005; marketing \r', 'representative; state alcohol license compliance officer; member of the \r', 'Indianapolis/Marion city-county council, 2007-2008; elected as a Democrat to \r', 'the One Hundred Tenth Congress, by special election, to fill the vacancy caused \r', 'by the death of United States Representative Julia Carson, and reelected to the \r', 'five succeeding Congresses (March 11, 2008-present).\r']",C001072,1,0,0,0,0,0,1,0,0,0
"CARTER, John R.","['a Representative from Texas; born in Houston, Harris County, Tex., \r', 'November 6, 1941; graduated from Bellaire High School, Houston, Tex., 1960; \r', 'B.A., Texas Tech University, Lubbock, Tex., 1964; J.D., University of Texas Law \r', 'School, Austin, Tex., 1969; lawyer, private practice; judge, District Court of \r', 'Williamson County, Tex., 1982-2001; elected as a Republican to the One Hundred \r', 'Eighth and to the seven succeeding Congresses (January 3, \r', '2003-present).\r']",C001051,1,0,1,0,0,0,0,0,0,0
"CASSIDY, Bill","['a Senator and a Representative from Louisiana; born in Highland \r', 'Park, Lake County, Ill., September 28, 1957; B.S., Louisiana State University, \r', 'Baton Rouge, La., 1979; M.D., Louisiana State University Medical School, New \r', 'Orleans, La., 1983; physician; member of the Louisiana state senate, 2006-2008; \r', 'elected as a Republican to the One Hundred Eleventh and to the two succeeding \r', 'Congresses (January 3, 2009-January 3, 2015); was not a candidate for \r', 'reelection to the House of Representatives but was elected as a Republican to \r', 'the United States Senate in 2014 for the term ending January 3, \r', '2021.\r']",C001075,0,1,0,0,0,0,0,0,1,0
"CASTOR, Kathy","['a Representative from Florida; born in Miami, Miami-Dade County, \r', 'Fla., August 20, 1966; B.A., Emory University, Atlanta, Ga., 1988; J.D., \r', 'Florida State University, Tallahassee, Fla., 1991; lawyer, private practice; \r', 'member of the Hillsborough County (Fla.) board of commissioners, 2002 to 2006; \r', 'unsuccessful candidate for election to the Florida state senate in 2000; \r', 'elected as a Democrat to the One Hundred Tenth and to the five succeeding \r', 'Congresses (January 3, 2007-present).\r']",C001066,1,0,1,0,0,0,0,0,0,0
"CHABOT, Steve","['a Representative from Ohio; born in Cincinnati, Hamilton County, \r', 'Ohio, January 22, 1953; graduated from LaSalle High School, Cincinnati, Ohio; \r', 'B.A., College of William and Mary, Williamsburg, Va., 1975; J.D., Salmon P. \r', 'Chase College of Law, Highland Heights, Ky., 1978; teacher, 1975-1976; member \r', 'of the Cincinnati, Ohio, city council, 1985-1990; Hamilton County, Ohio, \r', 'commissioner, 1990-1994; elected as a Republican to the One Hundred Fourth and \r', 'to the six succeeding Congresses (January 3, 1995-January 3, 2009); one of the \r', 'managers appointed by the House of Representatives in 1998 to conduct the \r', 'impeachment proceedings of President William Jefferson Clinton; unsuccessful \r', 'candidate for reelection to the One Hundred Eleventh Congress in 2008; elected \r', 'as a Republican to the One Hundred Twelfth and to the three succeeding \r', 'Congresses (January 3, 2011-present); chair, Committee on Small Business (One \r', 'Hundred Fourteenth and One Hundred Fifteenth Congresses).\r']",C000266,1,0,1,0,0,0,0,0,0,0
"CHAFFETZ, Jason","['a Representative from Utah; born in Los Gatos, Santa Clara County, \r', 'Calif., March 26, 1967; B.A., Brigham Young University, Provo, Utah, 1989; \r', 'business executive; chief of staff, Utah Governor John Huntsman, 2004; member \r', 'of the Utah Valley board of trustees, 2007-2008; elected as a Republican to the \r', 'One Hundred Eleventh and to the four succeeding Congresses until his resignation on June 30, 2017 (January 3, \r', '2009-June 30, 2017); chair, Committee on Oversight and Government Reform (One Hundred \r', 'Fourteenth and One Hundred Fifteenth Congresses).\r']",C001076,1,0,0,0,0,0,0,0,0,0
"CHANDLER, A. B. (Ben)","[' (grandson of Albert Benjamin ""Happy"" Chandler), \r', 'a Representative from Kentucky; born in Versailles, Woodford County, \r', 'Ky., September 12, 1959; graduated from Woodford County High School; B.A., \r', 'University of Kentucky, Lexington, Ky.; J.D., University of Kentucky, \r', 'Lexington, Ky.; lawyer, private practice; elected Kentucky state auditor, \r', '1991-1995; elected attorney general for the State of Kentucky, 1995-2003; \r', 'unsuccessful candidate for Governor of Kentucky in 2003; elected as a Democrat \r', 'to the One Hundred Eighth Congress in a special election to fill the vacancy \r', 'caused by the resignation of United States Representative Ernie Fletcher and \r', 'reelected to five succeeding Congresses (February 17, 2004-January 3, 2013); \r', 'unsuccessful candidate for reelection to the One Hundred Thirteenth Congress in \r', '2012.\r']",C001058,1,0,1,0,0,0,0,0,0,0
"CHU, Judy","['a Representative from California; born in Los Angeles, Los Angeles \r', 'County, Calif., July 7, 1953; B.A., University of California, Los Angeles, \r', 'Calif., 1974; Ph.D., California School of Professional Psychology, Los Angeles, \r', 'Calif., 1979; professor, Los Angeles City College, Los Angeles, Calif., \r', '1981-1988; professor, East Los Angeles College, Monterey Park, Calif., \r', '1988-2001; member of the Garvey, Calif., school district, 1985-1988; member of \r', 'the Monterey Park, Calif., city council, 1988-2001; Mayor of Monterey Park, \r', 'Calif.; member of the California state assembly, 2001-2006; member of the \r', 'California board of equalization, 2006-2009; vice chair of the California board \r', 'of equalization, 2009; elected as a Democrat to the One Hundred Eleventh \r', 'Congress, by special election, to fill the vacancy caused by the resignation of \r', 'United States Representative Hilda Solis, and reelected to the four succeeding \r', 'Congresses (July 14, 2009-present).\r']",C001080,1,0,0,1,0,0,0,0,0,0
"CICILLINE, David N.","['a Representative from Rhode Island; born in Providence, Providence \r', 'County, R.I., July 15, 1961; graduated from Narragansett High School, \r', 'Providence, R.I., 1979; B.A., Brown University, Providence, R.I., 1983; J.D., \r', 'Georgetown University, Washington, D.C., 1986; public defender, Washington, \r', 'D.C., 1986-1987; lawyer, private practice; lawyer, public advocate; faculty, \r', 'Roger Williams Law School, Bristol, R.I.; unsuccessful nominee to the Rhode \r', 'Island state senate in 1992; member of the Rhode Island state house of \r', 'representatives, 1995-2003; Delegate, Democratic National Convention, \r', '2008; Mayor of Providence R.I., 2003-2011; elected as a Democrat to the One \r', 'Hundred Twelfth and to the three succeeding Congresses (January 3, \r', '2011-present).\r']",C001084,1,0,1,0,0,0,0,0,0,0
"CLARKE, Hansen","['a Representative from Michigan; born in Detroit, Wayne County, \r', 'Mich., March 2, 1957; attended Phillips Exeter Academy, Exeter, N.H.; attended \r', 'Detroit public schools; attended Governor&#146;s Academy, Byfield, Mass.; B.F.A., \r', 'Cornell University, Ithaca, N.Y., 1984; J.D., Georgetown University, \r', 'Washington, D.C., 1987; lawyer, private practice; staff, United States \r', 'Representative John Conyers of Michigan, 1989-1990; member of the Michigan \r', 'state house of representatives, 1991, 1999-2003; unsuccessful candidate for \r', 'reelection to the Michigan state house of representatives in 1992; unsuccessful \r', 'candidate for election to the Detroit, Mich., city council in 2001; \r', 'unsuccessful candidate for Mayor of Detroit, Mich., in 2005; member of the \r', 'Michigan state senate, 2003-2010; elected as a Democrat to the One Hundred \r', 'Twelfth Congress (January 3, 2011-January 3, 2013); unsuccessful candidate for \r', 'nomination to the One Hundred Thirteenth Congress in 2012; unsuccessful \r', 'candidate for nomination to the One Hundred Fourteenth Congress in \r', '2014.\r']",C001085,0,0,1,0,0,0,0,0,0,0
"CLARKE, Yvette Diane","['a Representative from New York; born in Brooklyn, Kings County, \r', 'N.Y., November 21, 1964; attended Oberlin College, Oberlin, N.Y., 1982-1986; \r', 'childcare specialist; staff, state senator Velmanette Montgomery, 1989-1991; \r', 'executive assistant, New York state Workers&#146; Compensation Board, 1992-1993; \r', 'youth program director; business development director; member of the New York, \r', 'N.Y., city council, 2002-2007; unsuccessful candidate for nomination for the \r', 'One Hundred Ninth Congress in 2004; elected as a Democrat to the One Hundred \r', 'Tenth and to the five succeeding Congresses (January 3, \r', '2007-present).\r']",C001067,0,0,0,0,0,0,0,0,0,0
"CLAY, William Lacy, Jr.","['  (son of William Lacy Clay, Sr.), \r', ' a Representative from Missouri; born in St. Louis, Mo., July 27, \r', '1956; graduated from Springbrook High School, Silver Spring, Md., 1974; B.A., \r', 'University of Maryland, College Park, Md., 1983; member of the Missouri state \r', 'house of representatives, 1983-1991; member of the Missouri state senate, \r', '1991-2001; elected as a Democrat to the One Hundred Seventh and to the eight \r', 'succeeding Congresses (January 3, 2001-present).\r']",C001049,1,0,0,0,0,0,0,0,0,0
"CLEAVER, Emanuel, II","['a Representative from Missouri; born in Waxahachie, Ellis County, \r', 'Tex., October 26, 1944; graduated from Booker T. Washington High School, \r', 'Wichita Falls, Tex., 1963; B.S., Prairie View A&amp;M University, Prairie View, \r', 'Tex., 1972; M.Div., St. Paul School of Theology, Kansas City, Mo., 1974; \r', 'pastor; radio show host; member of the Kansas City, Mo. city council, \r', '1979-1991; Mayor of Kansas City, Mo., 1991-1999; elected as a Democrat to the \r', 'One Hundred Ninth and to the six succeeding Congresses (January 3, \r', '2005-present).\r']",C001061,0,1,0,0,0,0,0,0,0,0
"CLYBURN, James Enos","[' (relative of George Washington Murray), \r', 'a Representative from South Carolina; born in Sumter, Sumter County, \r', 'S.C., July 21, 1940; graduated from Mather Academy, Camden, S.C., 1957; B.S., \r', 'South Carolina State University, Orangeburg, S.C., 1961; teacher; employment \r', 'counselor, South Carolina state employment security commission, 1965-1966; \r', 'director, Charleston County, S.C., neighborhood youth corps and new careers \r', 'projects, 1966-1968; executive director, South Carolina state commission for \r', 'farm workers, 1968-1971; staff, Governor John C. West of South Carolina, \r', '1971-1974; South Carolina human affairs commissioner, 1974-1992; elected as a \r', 'Democrat to the One Hundred Third and to the twelve succeeding Congresses \r', '(January 3, 1993-present); chair, House Democratic Caucus (One Hundred Ninth \r', 'Congress); majority whip (One Hundred Tenth and One Hundred Eleventh \r', 'Congresses); assistant Democratic leader (One Hundred Twelfth through One \r', 'Hundred Fifteenth Congresses).\r']",C000537,0,1,0,0,0,0,0,0,0,0
"COBLE, Howard","['a Representative from North Carolina; born in Greensboro, Guilford \r', 'County, N.C., March 18, 1931; attended Appalachian State University, Boone, \r', 'N.C., 1949-1950; A.B., Guilford College, Greensboro, N.C., 1958; J.D., \r', 'University of North Carolina School of Law, Chapel Hill, 1962; United States \r', 'Coast Guard, 1952-1956, 1977-1978; United States Coast Guard Reserve, \r', '1960-1982; admitted to the North Carolina state bar, 1966; member of the North \r', 'Carolina state house of representatives, 1969, and 1979-1983; assistant \r', 'attorney, United States Attorney for the Middle District of North Carolina, \r', '1969-1973; secretary of the North Carolina Department of Revenue, 1973-1977; \r', 'elected as a Republican to the Ninety-ninth and to the fourteen succeeding \r', 'Congresses (January 3, 1985-January 3, 2015); was not a candidate for \r', 'renomination to the One Hundred Fourteenth Congress in 2014; died on November \r', '3, 2015, in Greensboro, N.C. \r']",C000556,1,0,1,0,0,0,0,0,0,0
"COFFMAN, Mike","['a Representative from Colorado; born in Fort Leonard Wood, Pulaski \r', 'County, Mo., March 19, 1955; attended Aurora Central High School, Aurora, \r', 'Colo.; received graduation equivalency degree through the United States Army; \r', 'B.A., University of Colorado, Boulder, Colo., 1979; United States Army, \r', '1972-1974; United States Army Reserve, 1975-1978; United States Marine Corps, \r', '1979-1982; United States Marine Corps Reserve, 1983-1994, 2005-2006; small \r', 'business owner; member of the Colorado state house of representatives, \r', '1989-1994; member of the Colorado state senate, 1994-1998; Colorado state \r', 'treasurer, 1999-2007; Colorado secretary of state, 2007-2008; elected as a \r', 'Republican to the One Hundred Eleventh and to the four succeeding Congresses \r', '(January 3, 2009-present).\r']",C001077,1,0,0,0,0,0,0,0,0,0
"COHEN, Stephen","['a Representative from Tennessee; born in Memphis, Shelby County, \r', 'Tenn., May 24, 1949; graduated from Coral Gables Senior High School, Coral \r', 'Gables, Fla., 1967; B.A., Vanderbilt University, Nashville, Tenn., 1971; J.D., \r', 'University of Memphis, Memphis, Tenn., 1973; attorney, Memphis Police Department, 1975-1978; lawyer, private practice; \r', 'vice-president, Tennessee state constitutional convention, 1977; Shelby County, \r', 'Tenn., commissioner, 1978-1980; member of the Tennessee state senate, \r', '1982-2006; delegate to the Democratic National Convention, 1980, 1992, 2004, 2008, \r', '2012, 2016; unsuccessful candidate for nomination to the United States House of \r', 'Representatives in 1996; elected as a Democrat to the One Hundred Tenth and to \r', 'the five succeeding Congresses (January 3, 2007-present).\r']",C001068,1,0,1,0,0,0,0,0,0,0
"COLE, Tom","['a Representative from Oklahoma; born in Shreveport, Caddo Parish, \r', 'La., on April 28, 1949; a registered member of the Chickasaw Nation; graduated \r', 'from Moore High School, Moore, Okla., 1967; B.A., Grinnell College, Grinnell, \r', 'Iowa, 1971; M.A., Yale University, New Haven, Conn., 1974; Ph.D., University of \r', 'Oklahoma, Norman, Okla., 1984; consultant; graduate assistant, University of \r', 'Oklahoma, Norman, Okla.; faculty, Oklahoma Baptist University, Shawnee, Okla.; \r', 'staff, United States Representative Marvin (Mickey) Edwards of Oklahoma, \r', '1982-1984; chairman, Oklahoma Republican Party, 1985-1989; private advocate; \r', 'member of the Oklahoma state senate, 1988-1991; executive director, National \r', 'Republican Congressional Committee, 1991-1993; Oklahoma secretary of state, \r', '1995-1999; chief of staff, Republican National Committee, 1999-2001; elected as \r', 'a Republican to the One Hundred Eighth and to the seven succeeding Congresses \r', '(January 3, 2003-present).\r']",C001053,1,0,0,1,0,1,0,0,0,0
"CONAWAY, K. Michael","['a Representative from Texas; born in Borger, Hutchinson County, \r', 'Tex., June 11, 1948; graduated from Odessa Permian High School, Odessa, Tex., \r', '1966; B.B.A., Texas A&amp;M University-Commerce, Commerce, Tex., 1970; United \r', 'States Army, 1970-1972; certified public accountant; bank executive; member of \r', 'the Midland, Tex., school board, 1985-1988; unsuccessful candidate for special \r', 'election to the One Hundred Eighth Congress in 2003; elected as a Republican to \r', 'the One Hundred Ninth and to the six succeeding Congresses (January 3, \r', '2005-present); chair, Committee on Ethics (One Hundred Thirteenth Congress); \r', 'chair, Committee on Agriculture (One Hundred Fourteenth and One Hundredth \r', 'Fifteenth Congresses).\r']",C001062,1,0,0,0,0,0,0,0,0,0
"CONNOLLY, Gerald E. (Gerry)","['a Representative from Virginia; born in Boston, Suffolk County, \r', 'Mass., March 30, 1950; graduated from The Venard High School, Clarks Summit, \r', 'Pa., 1967; B.A., Maryknoll College, Glen Ellyn, Ill., 1971; M.P.A., Harvard \r', 'University, Cambridge, Mass., 1979; business executive; nonprofit organization \r', 'director; member of the Fairfax County, Va., board of supervisors, 1995-2003; \r', 'chairman of the Fairfax County, Va., board of supervisors, 2004-2008; elected \r', 'as a Democrat to the One Hundred Eleventh and to the four succeeding Congresses \r', '(January 3, 2009-present).\r']",C001078,1,0,0,0,0,0,0,0,0,0
"CONYERS, John, Jr.","['a Representative from Michigan; born in Detroit, Wayne County, \r', 'Mich., May 16, 1929; attended Detroit public schools; B.A., Wayne State \r', 'University, Detroit, Mich., 1957; LL.B., Wayne State Law School, Detroit, \r', 'Mich., 1958; lawyer, private practice; Michigan National Guard, 1948-1950; \r', 'United States Army, 1950-1954; United States Army Reserve, 1954-1957; staff, \r', 'United States Representative John D. Dingell, Jr., of Michigan, 1958-1961; \r', 'general counsel for three labor locals in Detroit, 1959-1964; executive board \r', 'member, Detroit, Mich., American Civil Liberties Union, 1964 to present; \r', 'executive board member, Detroit, Mich., NAACP, 1963 to present; referee for \r', 'Michigan workmen&#x2019;s compensation department, 1961-1963; elected as a \r', 'Democrat to the Eighty-ninth and to the twenty-six succeeding Congresses \r', 'until his resignation on December 5, 2017 (January 3, 1965-December 5, 2017); one of the managers appointed by the House of \r', 'Representatives in 1988 to conduct the impeachment proceedings against Alcee \r', 'Lamar Hastings, judge of the United States District Court for the Southern \r', 'District of Florida; chairman, Committee on Government Operations (One Hundred \r', 'First through One Hundred Third Congresses); chairman, Committee on the \r', 'Judiciary (One Hundred Tenth and One Hundred Eleventh Congresses).\r']",C000714,1,0,0,0,0,0,0,0,0,0
"COOPER, James Hayes Shofner","['a Representative from Tennessee; born in Nashville, Davidson County, \r', 'Tenn., June 19, 1954; graduated from Groton School, Groton, Mass., 1972; B.A., \r', 'University of North Carolina (Morehead Scholar), Chapel Hill, N.C., 1975; M.A., \r', 'Oxford University (Rhodes Scholar), Oxford, England, 1977; J.D., Harvard \r', 'University Law School, Cambridge, Mass., 1980; lawyer, private practice; \r', 'adjunct professor, Vanderbilt University, Nashville, Tenn.; elected as a \r', 'Democrat to the Ninety-eighth and to the five succeeding Congresses (January 3, \r', '1983-January 3, 1995); was not a candidate for reelection to the One Hundred \r', 'Fourth Congress in 1994, but was an unsuccessful candidate for election to the \r', 'United States Senate; investment banker; elected as a Democrat to the One \r', 'Hundred Eighth and to the seven succeeding Congresses (January 3, \r', '2003-present). \r']",C000754,1,0,1,0,0,1,0,0,0,0
"COSTA, Jim","['a Representative from California; born in Fresno, Fresno County, \r', 'Calif., April 13, 1952; B.A., California State University, Fresno, Calif., \r', '1974; member of the California state assembly, 1978-1994; member of the \r', 'California state senate, 1994-2002; professional advocate; elected as a \r', 'Democrat to the One Hundred Ninth and to the six succeeding Congresses (January \r', '3, 2005-present).\r']",C001059,1,0,0,0,0,0,0,0,0,0
"COSTELLO, Jerry Francis","['a Representative from Illinois; born in East St. Louis, St. Clair \r', 'County, Ill., September 25, 1949; graduated from Assumption High School, East \r', 'St. Louis, Ill., 1968; A.A., Belleville Area College, Belleville, Ill.; B.A., \r', 'Maryville College of the Sacred Heart, St. Louis, Mo.; county bailiff, Illinois \r', '20th judicial circuit; deputy sheriff, St. Clair County, Ill.; director, court \r', 'services and probation, Illinois 20th judicial district; chief investigator, \r', 'Illinois state attorney&#146;s office, St. Clair County, Ill.; chairman, St. Clair \r', 'County, Ill., board, 1980-1988; elected as a Democrat to the One Hundredth \r', 'Congress, by special election, to fill the vacancy caused by the death of \r', 'United States Representative Charles Melvin Price, and reelected to the twelve \r', 'succeeding Congresses (August 9, 1988-January 3, 2013); was not a candidate for \r', 'reelection to the One Hundred Thirteenth Congress in 2012. \r']",C000794,1,0,0,0,0,0,0,0,0,0
"COURTNEY, Joe","['a Representative from Connecticut; born in West Hartford, Tolland \r', 'County, Conn., April 6, 1953; B.A., Tufts University, Medford, Mass, 1975; \r', 'J.D., University of Connecticut, Storrs, Conn., 1978; lawyer, private practice; \r', 'member of the Connecticut state house of representatives, 1987-1994; elected as \r', 'a Democrat to the One Hundred Tenth and to the five succeeding Congresses \r', '(January 3, 2007-present).\r']",C001069,1,0,1,0,0,0,0,0,0,0
"CRAVAACK, Chip","['a Representative from Minnesota; born in Charleston, Kanawha County, \r', 'W.Va., December 29, 1959; graduated from St. Xavier High School, Finneytown, \r', 'Ohio, 1977; B.S., United States Naval Academy, Annapolis, Md., 1981; M.Ed., \r', 'University of West Florida, Pensacola, Fla., 1989; United States Navy, \r', '1981-1990; United States Navy Reserve, 1990-2005; pilot; elected as a \r', 'Republican to the One Hundred Twelfth Congress (January 3, 2011-January 3, \r', '2013); unsuccessful candidate for reelection to the One Hundred Thirteenth \r', 'Congress in 2012.\r']",C001086,0,1,0,0,0,0,0,0,0,0
"CRAWFORD, Rick","['a Representative from Arkansas; born at Homestead Air Force Base, \r', 'Miami-Dade County, Florida, January 22, 1966; graduated from Alvirne High \r', 'School in Hudson, N.H.; United States Army, 1985-1989; B.S., Arkansas State \r', 'University, Jonesboro, Ark., 1996; journalist; business owner; elected as a \r', 'Republican to the One Hundred Twelfth and to the three succeeding Congresses \r', '(January 3, 2011-present).\r']",C001087,0,1,0,0,0,0,0,0,0,0
"CRENSHAW, Ander","['a Representative from Florida; born in Jacksonville, Duval County, Fla., September 1, 1944; graduated from Robert E. Lee High School, Jacksonville, Fla., 1962; B.A., University of Georgia, Athens, Ga., 1966; J.D., University of Florida, Gainesville, Fla., 1969; member of the Florida state house of representatives, 1972-1978; member of the Florida state senate, 1986-1994; elected as a Republican to the One Hundred Seventh and to the seven succeeding Congresses (January 3, 2001-January 3, 2017); was not a candidate for reelection to the One Hundredth Fifteenth Congress in 2016. \r']",C001045,1,0,1,0,0,0,0,0,0,0
"CRITZ, Mark S.","['a Representative from Pennsylvania; born in Irwin, Westmoreland \r', 'County, Pa.; January 5, 1962; B. S., Indiana University of Pennsylvania, \r', 'Indiana, Pa., 1987; business manager; staff, United States Representative John \r', 'Patrick Murtha, Jr., 1998-2010; elected as a Democrat to the One Hundred \r', 'Eleventh Congress, by special election to fill the vacancy caused by the death \r', 'of United States Representative John Patrick Murtha, Jr. and reelected to the \r', 'succeeding Congress (May 18, 2010-January 3, 2013); unsuccessful candidate for \r', 'reelection to the One Hundred Thirteenth Congress in 2012.\r']",C001081,0,0,0,0,0,0,0,0,0,0
"CROWLEY, Joseph","[' a Representative from New York; born in New York, New York County, \r', 'N.Y., March 16, 1962; graduated from Power Memorial High School, New York, \r', 'N.Y., 1981; B.A., Queens College, City University of New York, Flushing, N.Y., \r', '1985; member of the New York state assembly, 1986-1998; elected as a Democrat \r', 'to the One Hundred Sixth and to the nine succeeding Congresses (January 3, \r', '1999-present); chair, House Democratic Caucus (One Hundred Fifteenth \r', 'Congress).\r']",C001038,1,0,0,0,0,0,0,0,0,0
"CUELLAR, Henry","['a Representative from Texas; born in Laredo, Webb County, Tex., \r', 'September 19, 1955; graduated from J.W. Nixon High School, Laredo, Tex., 1974; \r', 'A.A., Laredo Community College, Laredo, Tex., 1976; B.S., Georgetown \r', 'University, Washington, D.C., 1978; J.D., University of Texas, Austin, Tex., \r', '1981; M.A., Texas A&amp;M International University, Laredo, Tex., 1982; Ph.D., \r', 'University of Texas, Austin, Tex., 1998; lawyer, private practice; member of \r', 'the Texas state house of representatives, 1987-2001; unsuccessful candidate for \r', 'nomination to the United States of Representatives in 2002; Texas secretary of \r', 'state, 2001; elected as a Democrat to the One Hundred Ninth and to the six \r', 'succeeding Congresses (January 3, 2005-present).\r']",C001063,0,1,1,1,0,1,0,0,0,0
"CULBERSON, John","['a Representative from Texas; born in Houston, Harris County, Tex., \r', 'August 24, 1956; graduated from Lamar High School, Houston, Tex., 1975; B.A., \r', 'Southern Methodist University, Dallas, Tex., 1981; J.D., South Texas College of \r', 'Law, Houston, Tex.; member of the Texas state house of representatives, \r', '1986-2001; elected as a Republican to the One Hundred Seventh and to the eight \r', 'succeeding Congresses (January 3, 2001-present).\r']",C001048,1,0,1,0,0,0,0,0,0,0
"CUMMINGS, Elijah Eugene","['a Representative from Maryland; born in Baltimore, Md., January 18, \r', '1951; graduated from Baltimore City College High School, Baltimore, Md., 1969; \r', 'B.S., Howard University, Washington, D.C., 1973; J.D., University of Maryland \r', 'School of Law, Baltimore, Md., 1976; lawyer, private practice; chief judge, \r', 'Maryland Moot Court Board; member of the Maryland state house of delegates, \r', '1983-1996, and speaker pro tempore, 1995-1996; elected as a Democrat to the One \r', 'Hundred Fourth Congress, by special election, to fill the vacancy caused by the \r', 'resignation of United States Representative Kweisi Mfume, and reelected to the \r', 'eleven succeeding Congresses (April 16, 1996-present). \r']",C000984,0,1,1,0,0,0,0,0,0,0
"CURSON, David Alan","['a Representative from Michigan; born in Toledo, Lucas County, Ohio, \r', 'November 4, 1948; attended University of Toledo, Toledo, Ohio; United States \r', 'Marine Corps; auto worker; union representative; elected as a Democrat to the \r', 'One Hundred Twelfth Congress, by special election, to fill the vacancy caused \r', 'by the resignation of United States Representative Thaddeus George McCotter \r', '(November 6, 2012-January 3, 2013); was not a candidate for election to the One \r', 'Hundred Thirteenth Congress in 2012.\r']",C001089,0,0,0,0,0,0,0,0,0,0
"DAVIS, Danny K.","['a Representative from Illinois; born in Parkdale, Ashley County, \r', 'Ark., September 6, 1941; graduated from Savage High School, Parkdale, Ark., \r', '1957; B.A., Arkansas A.M.&amp;N. College, Pine Bluff, Ark., 1961; M.S., Chicago \r', 'State University, Chicago, Ill., 1968; Ph.D., Union Institute, Cincinnati, \r', 'Ohio, 1977; clerk, Chicago, Ill., Post Office, 1961-1965; teacher, Chicago, \r', 'Ill., public schools, 1962-1968; executive director, Greater Lawndale \r', 'Conservation Commission, 1969; director of training, Martin L. King \r', 'Neighborhood Health Center, 1969-1971; executive director, Westside Health \r', 'Center, 1975-1981; alderman, Chicago, Ill., city council, 1979-1990; \r', 'commissioner, Cook County, Ill., board, 1990-1996; college professor; \r', 'unsuccessful candidate for election to the United States House of \r', 'Representatives in 1984 and 1986; elected as a Democrat to the One Hundred \r', 'Fifth and to the ten succeeding Congresses (January 3, \r', '1997-present).\r']",D000096,1,0,0,1,0,0,1,0,0,0
"DAVIS, Geoffrey C. (Geoff)","['a Representative from Kentucky; born in Montreal, Quebec, Canada, \r', 'October 26, 1958; attended public schools, West Pittsburgh, Pa.; B.S., U.S. \r', 'Military Academy, West Point, N.Y., 1981; U.S. Army, 1976-1987; manufacturer; \r', 'consultant; unsuccessful candidate for election to the United States House of \r', 'Representatives in 2002; elected as a Republican to the One Hundred Ninth \r', 'Congress and to the three succeeding Congresses until his resignation on July \r', '31, 2012 (January 3, 2005-July 31, 2012).\r']",D000603,0,1,0,0,0,0,0,0,0,0
"DAVIS, Susan A.","['a Representative from California; born in Cambridge, Middlesex \r', 'County, Mass., April 13, 1944; B.A., University of California, Berkeley, \r', 'Calif., 1965; M.S.W., University of North Carolina, Chapel Hill, N.C., 1968; \r', 'member of the San Diego, Calif., board of education, 1983-1992, president, San \r', 'Diego, Calif., board of education 1989-1992; executive director, Aaron Price \r', 'Fellows, 1990-1994; member of the California state assembly, 1994-2000; elected \r', 'as a Democrat to the One Hundred Seventh and to the eight succeeding Congresses \r', '(January 3, 2001-present). \r']",D000598,1,0,0,0,0,0,1,0,0,0
