Name,Bio,Identifier,B.A.,B.S.,J.D.,Ph.D.,M.B.A,M.A.,M.S.,M.P.H.,M.D.,D.M.D.
"DENHAM, Jeff","['a Representative from California; born in Hawthorne, Los Angeles \r', 'County, California, on July 29, 1967; attended Atascadero High School, \r', 'Atascadero, Calif.; graduated from Morro Bay High School, Morro Bay, Calif., \r', '1985; A.A.,Victor Valley Junior College, Victorville, Calif., 1989; B.A., \r', 'California Polytechnic State University, San Luis Obispo, Calif., 1992; United \r', 'States Air Force, 1984-1988; United States Air Force Reserve, 1988-2000; \r', 'business owner; member of the California state senate, 2002-2010; elected as a \r', 'Republican to the One Hundred Twelfth and to the three succeeding Congresses \r', '(January 3, 2011-present).\r']",D000612,1,0,0,0,0,0,0,0,0,0
"DENT, Charles W.","['a Representative from Pennsylvania; born in Allentown, Lehigh \r', 'County, Pa., May 24, 1960; graduated from William Allen High School, Allentown, \r', 'Pa., 1978; B.A., Pennsylvania State University, University Park, Pa., 1982; \r', 'M.P.A., Lehigh University, Bethlehem, Pa., 1993; staff, United States \r', 'Representative Donald Ritter of Pennsylvania; college administrator; sales \r', 'representative; hotel clerk; member of the Pennsylvania state house of \r', 'representatives, 1991-1998; member of the Pennsylvania state senate, 1999-2004; \r', 'elected as a Republican to the One Hundred Ninth and to the six succeeding \r', 'Congresses until his resignation on May 12, 2018 (January 3, 2005-May 12, \r', '2018); chair, Committee on Ethics (One Hundred Fourteenth \r', 'Congress).\r']",D000604,1,0,0,0,0,0,0,0,0,0
"DeSANTIS, Ron","['a Representative from Florida; born in Jacksonville, Duval County, Fla., September 14, 1978; graduated from Dunedin High School, Dunedin, Fla., 1997; B.A., Yale University, New Haven, Conn., 2001; J.D., Harvard University, Cambridge, Mass., 2005; United States Navy, 2004-2010; United States Navy Reserve, 2010-present; author; elected as a Republican to the One Hundred Thirteenth and to the two succeeding Congresses until his resignation on September 10, 2018 (January 3, 2013-September 10, 2018). \r']",D000621,1,0,1,0,0,0,0,0,0,0
"DESAULNIER, Mark James","['a Representative from California; born in Lowell, Middlesex County, \r', 'Mass., March 31, 1952; B.A. College of the Holy Cross, Worcester, Mass., 1974; \r', 'fellow, John F. Kennedy School of Government, Harvard University, Cambridge, \r', 'Mass., 2003; deputy probation officer; warehouse worker; hotel service \r', 'employee; restaurant worker; general manager; business owner; member of the \r', 'Concord, Calif., city council, 1991-1994; Mayor of Concord, Calif., 1993; \r', 'member of the Contra Costa County, Calif., board of supervisors, 1994-2006, \r', 'chairman, 1994; member of the California state assembly, 2006-2008; \r', 'unsuccessful candidate for nomination to the One Hundred Eleventh Congress in \r', '2009; member of the California state senate, 2008-2014; elected as a Democrat \r', 'to the One Hundred Fourteenth and to the succeeding Congress (January 3, \r', '2015-present).\r']",D000623,1,0,0,0,0,0,0,0,0,0
"DESJARLAIS, Scott","['a Representative from Tennessee; born in Des Moines, Polk County, \r', 'Iowa, February 21, 1964; graduated from Brown High School, Sturgis, S.Dak., \r', '1982; B.S., University of South Dakota, Vermillion, S.Dak., 1987; M.D., \r', 'University of South Dakota, Vermillion, S.Dak., 1991; physician; elected as a \r', 'Republican to the One Hundred Twelfth and to the three succeeding Congresses \r', '(January 3, 2011-present). \r']",D000616,0,1,0,0,0,0,0,0,1,0
"DEUTCH, Theodore E. (Ted)","['a Representative from Florida; born in Bethlehem, Northampton \r', 'County, Pa., May 7, 1966; graduated from Liberty High School, Bethlehem, Pa., \r', '1984; A.B., University of Michigan, Ann Arbor, Mich., 1988; J.D., University of \r', 'Michigan, Ann Arbor, Mich., 1990; lawyer, private practice; member of the \r', 'Florida state senate, 2007-2010; elected as a Democrat to the One Hundred \r', 'Eleventh Congress, by special election, to fill the vacancy caused by the \r', 'resignation of United States Representative Robert Wexler, and reelected to the \r', 'four succeeding Congresses (April 13, 2010-present).\r']",D000610,1,0,1,0,0,0,0,0,0,0
"DIAZ-BALART, Mario","[' (brother of Lincoln Diaz-Balart), \r', 'a Representative from Florida; born in Fort Lauderdale, Broward \r', 'County, Fla., September 25, 1961; attended the University of South Florida, \r', 'Tampa, Fla.; marketing executive; member of the Florida state house of \r', 'representatives, 1988-1992, 2000-2002; member of the Florida state senate, \r', '1992-2000; elected as a Republican to the One Hundred Eighth and to the seven \r', 'succeeding Congresses (January 3, 2003-present).\r']",D000600,0,0,0,0,0,0,0,0,0,0
"DINGELL, Debbie","[' (wife of John David Dingell, Jr.), \r', 'a Representative from Michigan; born in Detroit, Wayne County, \r', 'Mich., November 23, 1953; graduated from the Convent of the Sacred Heart, \r', 'Grosse Pointe, Mich.; B.S.F.S., Georgetown University, Washington, D.C., 1975; \r', 'M.S., Georgetown University, Washington, D.C., 1996; analyst; professional \r', 'advocate; business executive; non-profit executive; board of governors, Wayne \r', 'State University, 2007-2014; member of the Democratic National Committee; \r', 'elected as a Democrat to the One Hundred Fourteenth and to the succeeding \r', 'Congress (January 3, 2015-present).\r']",D000624,0,1,0,0,0,0,1,0,0,0
"DOGGETT, Lloyd Alton, II","['a Representative from Texas; born in Austin, Travis County, Tex., \r', 'October 6, 1946; graduated from Austin High School, Austin, Tex., 1964; B.A., \r', 'University of Texas, Austin, Tex., 1967; J.D., University of Texas School of \r', 'Law, 1970; member of the Texas state senate, 1973-1985; justice of the Texas \r', 'supreme court, 1989-1994; adjunct professor, University of Texas School of Law, \r', 'Austin, Tex., 1989-1994; unsuccessful candidate for election to the United \r', 'States Senate in 1984; elected as a Democrat to the One Hundred Fourth and to \r', 'the eleven succeeding Congresses (January 3, 1995-present).\r']",D000399,1,0,1,0,0,0,0,0,0,0
"DONOVAN, Daniel M., Jr.","['a Representative from New York; born in Staten Island, Richmond \r', 'County, N.Y., November 6, 1956; graduated from Monsignor Farrell High School, \r', 'Staten Island, N.Y., 1974; B.A., St. John&#x2019;s University, New York, N.Y., \r', '1978; J.D., Fordham University, New York, N.Y., 1988; detective investigator; \r', 'youth counselor; Manhattan, N.Y. assistant district attorney, 1989-1996; chief \r', 'of staff, Staten Island, N.Y. borough president Guy V. Molinari, 1996-2002; \r', 'Staten Island, N.Y. deputy borough president, 2002-2003; Richmond County, N.Y. \r', 'district attorney, 2003-2015; elected as a Republican to the One Hundred \r', 'Fourteenth Congress, by special election, to fill the vacancy caused by the \r', 'resignation of United States Representative Michael G. Grimm, and reelected to \r', 'the succeeding Congress (May 5, 2015-present).\r']",D000625,1,0,1,0,0,0,0,0,0,0
"DOYLE, Michael F.","['a Representative from Pennsylvania; born in Swissvale, Allegheny \r', 'County, Pa., August 5, 1953; graduated from Swissvale Area High School, \r', 'Swissvale, Pa., 1971; B.S., Pennsylvania State University, University Park, \r', 'Pa., 1975; member of the Swissvale, Pa., borough council, 1977-1981; staff, \r', 'Pennsylvania state senator Frank Pecora, 1979-1994; elected as a Democrat to \r', 'the One Hundred Fourth and to the eleven succeeding Congresses (January 3, \r', '1995-present). \r']",D000482,0,1,0,0,0,0,0,0,0,0
"DUFFY, Sean","['a Representative from Wisconsin; born in Hayward, Sawyer County, \r', 'Wis., October 3, 1971; B.A., St. Mary&#146;s College, Winona, Minn., 1994; J.D., \r', 'William Mitchell College of Law, St. Paul, Minn., 1999; lawyer, private \r', 'practice; prosecutor, Ashland County, Wis.; acting assistant district attorney \r', 'and district attorney, Ashland County, Wis., 2002-2010; elected as a Republican \r', 'to the One Hundred Twelfth and to the three succeeding Congresses (January 3, \r', '2011-present).\r']",D000614,1,0,1,0,0,0,0,0,0,0
"DUNCAN, Jeff","['a Representative from South Carolina; born in Greenville, Greenville \r', 'County, S.C., January 7, 1966; graduated from Ware Shoals High School, Ware \r', 'Shoals, S.C., 1984; B.A., Clemson University, Clemson, S.C., 1988; banker; real \r', 'estate broker; member of the South Carolina state house of representatives, \r', '2003-2010; elected as a Republican to the One Hundred Twelfth and to the three \r', 'succeeding Congresses (January 3, 2011-present).\r']",D000615,1,0,0,0,0,0,0,0,0,0
"DUNCAN, John J., Jr.","[' (son of John James Duncan), \r', 'a Representative from Tennessee; born in Lebanon, Wilson County, \r', 'Tenn., July 21, 1947; graduated from Holston High School, Knoxville, Tenn.; \r', 'B.S., University of Tennessee, Knoxville, Tenn., 1969; J.D., National Law \r', 'Center, George Washington University, Washington, D.C., 1973; lawyer, private \r', 'practice; Army National Guard, 1970-1987; United States Army Reserve, \r', '1970-1987; state trial judge, Knox County, Tenn., 1981-1988; elected as a \r', 'Republican to the One Hundredth Congress, by special election, to fill the \r', 'vacancy caused by the death of his father, John J. Duncan, and simultaneously \r', 'elected to the One Hundred First Congress; reelected to the One Hundred Second \r', 'and to the thirteen succeeding Congresses (November 8, 1988-present). \r']",D000533,0,1,1,0,0,0,0,0,0,0
"DUNN, Neal Patrick","['a Representative from Florida; born in Boston, Suffolk County, Mass., February 16, 1953; B.S., Washington &amp; Lee University, Lexington, Va.; M.D., George Washington University, Washington, D.C.; United States Army, 1989-2010; urologist; banker;  elected as a Republican to the One Hundred Fifteenth Congress (January 3, 2017-present).\r']",D000628,0,1,0,0,0,0,0,0,1,0
"ELLISON, Keith","['a Representative from Minnesota; born in Detroit, Wayne County, \r', 'Mich., August 4, 1963; graduated from University of Detroit Jesuit High School \r', 'and Academy, Detroit, Mich., 1981; B.A., Wayne State University, Detroit, \r', 'Mich., 1986; J.D., University of Minnesota Law School, Minneapolis, Minn., \r', '1990; lawyer, private practice; member of the Minnesota state house of \r', 'representatives, 2003-2006; elected as a Democrat to the One Hundred Tenth and \r', 'to the five succeeding Congresses (January 3, 2007-present).\r']",E000288,1,0,1,0,0,0,0,0,0,0
"EMMER, Thomas Earl II","['a Representative from Minnesota; born in South Bend, St. Joseph \r', 'County, Ind., March 3, 1961; graduated from St. Thomas Academy, Mendota \r', 'Heights, Minn.; B.A., University of Alaska, Fairbanks, Alaska, 1984; J.D., \r', 'Mitchell College of Law, St. Paul, Minn., 1988; radio host; lawyer, private \r', 'practice; member of the Independence, Minn., city council, 1995-2002; member of \r', 'the Delano, Minn., city council, 2003-2004; member of the Minnesota state house \r', 'of representatives, 2004-2010, deputy minority leader, 2007-2008; unsuccessful \r', 'candidate for Governor of Minnesota in 2004; elected as a Republican to the One \r', 'Hundred Fourteenth and to the succeeding Congress (January 3, \r', '2015-present).\r']",E000294,1,0,1,0,0,0,0,0,0,0
"ENGEL, Eliot Lance","['a Representative from New York; born in New York, Bronx County, \r', 'N.Y., February 18, 1947; attended Bronx public schools; B.A., Hunter-Lehman \r', 'College, City University of New York, New York, N.Y., 1969; M.A., Herbert H. \r', 'Lehman College, City University of New York, New York, N.Y., 1973; J.D., New \r', 'York Law School, New York, N.Y., 1987; teacher; member of the New York state \r', 'assembly, 1977-1988; elected as a Democrat to the One Hundred First and to the \r', 'fourteen succeeding Congresses (January 3,1989-present).\r']",E000179,1,0,1,0,0,1,0,0,0,0
"ESHOO, Anna Georges","['a Representative from California; born in New Britain, Hartford \r', 'County, Conn., December 13, 1942; A.A., Canada College, Redwood City, Calif., \r', '1975; Democratic National Committeewoman from California, 1980-1992; chief of \r', 'staff, speaker pro tempore of the California state assembly, 1981-1982; member \r', 'of the San Mateo County, Calif., board of supervisors, 1983-1992, president, \r', '1986; member, California Democratic state central executive committee; member \r', 'of the Democratic National Commission on Presidential Nominations, 1982; \r', 'unsuccessful candidate for election to the United States House of \r', 'Representatives in 1988; elected as a Democrat to the One Hundred Third and to \r', 'the twelve succeeding Congresses (January 3, 1993-present). \r']",E000215,0,0,0,0,0,0,0,0,0,0
"ESPAILLAT, Adriano J.","['a Representative from New York; born in Santiago, Dominican \r', 'Republic, September 27, 1954; graduated from Bishop Dubois High School, New \r', 'York City, N.Y., 1974; B.S., Queens College, New York City, N.Y., 1978; \r', 'attended New York University, New York City, N.Y; attended Rutgers University, \r', 'New Brunswick, N.J.; coordinator, New York City Criminal Justice Agency, \r', '1980-1988; director, Washington Heights, N.Y., victim services community \r', 'office, 1992-1994; director, Project Right Start, 1994-1996; member of the New \r', 'York state assembly, 1996-2010; member of the New York state senate, 2010-2016; \r', 'unsuccessful candidate for nomination to the One Hundred Thirteenth Congress in \r', '2012 and the One Hundred Fourteenth Congress in 2014; elected as a Democrat to \r', 'the One Hundred Fifteenth Congress (January 3, 2017-present).\r']",E000297,0,1,0,0,0,0,0,0,0,0
"ESTES, Ron","['a Representative from Kansas; born in Topeka, Shawnee County, Kans., July 19, 1956; graduated from Union City High School, Union City, Tenn.; B.A., Tennessee Technological University,  Cookeville, Tenn.; M.B.A., Tennessee Technological University,  Cookeville, Tenn.; businessman; farmer; Sedgwick County, Kans., treasurer, 2004-2010; Kansas state treasurer, 2010-2017; elected as a Republican to the One Hundred Fifteenth Congress (April 11, 2017-present).\r']",E000298,1,0,0,0,1,0,0,0,0,0
"ESTY, Elizabeth","['a Representative from Connecticut; born in Oak Park, Cook County, \r', 'Ill., August 25, 1959; graduated from Winona High School, Winona, Minn., 1977; \r', 'A.B., Harvard University, Cambridge, Mass., 1981; J.D., Yale University, New \r', 'Haven, Conn., 1985; law clerk; lawyer, private practice; professor; member of \r', 'the Cheshire, Conn., town council, 2005-2008; member of the Connecticut state \r', 'general assembly, 2008-2010; elected as a Democrat to the One Hundred \r', 'Thirteenth Congress and to the two succeeding Congresses (January 3, \r', '2013-present).\r']",E000293,1,0,1,0,0,0,0,0,0,0
"EVANS, Dwight","['a Representative from Pennsylvania; born in Philadelphia, Philadelphia County, Pa., May 16, 1954; graduated from Germantown High School, Philadelphia, Pa., 1971; A.A., Community College of Philadelphia, Philadelphia, Pa.,1973; B.A., La Salle University, Philadelphia, Pa., 1975; teacher, Philadelphia, Pa., public schools; employment counselor, Urban League of Philadelphia, Pa.; member of the Pennsylvania state house of representatives, 1980-2016; unsuccessful candidate for nomination as lieutenant governor of Pennsylvania in 1986; unsuccessful candidate for nomination for Governor of Pennsylvania in 1994; unsuccessful candidate for nomination as Mayor of Philadelphia, Pa., in 1999 &amp; 2007; elected simultaneously as a Democrat to the One Hundred Fourteenth and the One Hundred Fifteenth Congresses, by special election, to fill the vacancy caused by the resignation of United States Representative Chaka Fattah (November 8, 2016-present). \r']",E000296,1,0,0,0,0,0,0,0,0,0
"FARENTHOLD, Blake","['a Representative from Texas; born in Corpus Christi, Nueces County, \r', 'Tex., December 12, 1961; graduated from Incarnate Word High School, Corpus \r', 'Christi, Tex., 1980; B.S., University of Texas, Austin, Tex., 1985; J.D., St. \r', 'Mary&#146;s University School of Law, San Antonio, Tex., 1989; lawyer, private \r', 'practice; business owner; radio commentator; elected as a Republican to the One \r', 'Hundred Twelfth and to the three succeeding Congresses until his resignation on April 6, 2018 (January 3, \r', '2011-April 6, 2018).\r']",F000460,0,1,1,0,0,0,0,0,0,0
"FASO, John J.","['a Representative from New York; born in Massapequa, Nassau County, \r', 'N.Y., August 25, 1952; graduated from Archbishop Molloy High School, New York \r', 'City, N.Y., 1970; B.S., State University of New York, Brockport, N.Y., 1974; \r', 'J.D., Georgetown University, Washington, D.C., 1979; staff, United States House \r', 'of Representatives Committee on Government Operations, 1979-1981; commissioner, \r', 'New York state legislative bill drafting commission, 1983-1986; member of the \r', 'New York state assembly, 1986-2002; unsuccessful candidate for election as New \r', 'York state comptroller in 2002; member of the Buffalo Fiscal Stability \r', 'Authority, N.Y., 2003-2006; unsuccessful candidate for election as Governor of \r', 'New York in 2006; lawyer, private practice; elected as a Republican to the One \r', 'Hundred Fifteenth Congress (January 3, 2017-present).\r']",F000464,0,1,1,0,0,0,0,0,0,0
"FERGUSON, Anderson Drew IV","['a Representative from Georgia; born in West Point, Troup County, Ga., November 15, 1967; graduated from Springwood School, Lanett, Ala., 1985; attended University of Georgia, Athens, Ga., 1988; D.M.D., Medical College of Georgia, Augusta, Ga., 1992; dentist; faculty, Medical College of Georgia, Augusta, Ga., 1998-2016; member of the West Point, Ga., board of aldermen, 1997-1999; Mayor of West Point, Ga., 2008-2016; elected as a Republican to the One Hundred Fifteenth Congress (January 3, 2017-present).\r']",F000465,0,0,0,0,0,0,0,0,0,1
"FITZPATRICK, Brian K.","[' (brother of Michael G. Fitzpatrick), \r', 'a Representative from Pennsylvania; born in Philadelphia, \r', 'Philadelphia County, Pa., December 17, 1973; graduated from Bishop Egan High \r', 'School, Fairless Hills, Pa., 1992; B.S.B.A., La Salle University, Philadelphia, \r', 'Pa., 1996; M.B.A., Pennsylvania State University, University Park, Pa., 2001; \r', 'J.D., Dickinson School of Law, Pennsylvania State University, Carlisle, Pa., \r', '2001; judicial clerk, Eastern District of Pennsylvania, 2001-2002; special \r', 'agent, Federal Bureau of Investigation; special assistant United States \r', 'attorney for the Eastern District of Pennsylvania; lawyer, private practice; \r', 'accountant; elected as a Republican to the One Hundred Fifteenth Congress \r', '(January 3, 2017-present).\r']",F000466,1,1,1,0,1,0,0,0,0,0
"FLEISCHMANN, Chuck","['a Representative from Tennessee; born in Manhattan, New York County, \r', 'N.Y., October 11, 1962; B.A., University of Illinois, Urbana-Champaign, Ill., \r', '1983; J.D., University of Tennessee, Knoxville, Tenn., 1986; lawyer, private \r', 'practice; elected as a Republican to the One Hundred Twelfth and to the three \r', 'succeeding Congresses (January 3, 2011-present). \r']",F000459,1,0,1,0,0,0,0,0,0,0
"FLORES, Bill","['a Representative from Texas; born in Cheyenne, Laramie County, Wyo., \r', 'February 25, 1954; B.B.A., Texas A&amp;M University, College Station, Tex., \r', '1976; M.B.A., Houston Baptist University, Houston, Tex., 1985; certified public \r', 'accountant; energy company executive; elected as a Republican to the One \r', 'Hundred Twelfth and to the three succeeding Congresses (January 3, \r', '2011-present).\r']",F000461,1,0,0,0,1,0,0,0,0,0
"FORTENBERRY, Jeff","['a Representative from Nebraska; born in Baton Rouge, East Baton \r', 'Rouge Parish, La., December 27, 1960; B.A., Louisiana State University, Baton \r', 'Rouge, La., 1982; M.P.P., Georgetown University, Washington, D.C., 1986; M.Th., \r', 'Franciscan University, Steubenville, Ohio, 1996; member of the Lincoln, Nebr., \r', 'city council, 1997-2001; publishing executive; elected as a Republican to the \r', 'One Hundred Ninth and to the six succeeding Congresses (January 3, \r', '2005-present).\r']",F000449,1,0,0,0,0,0,0,0,0,0
"FOSTER, Bill","['a Representative from Illinois; born in Madison, Wis., October 7, \r', '1955; B.A. University of Wisconsin, Madison, Dane County, Wis., 1975; Ph.D., \r', 'Harvard University, Cambridge, Mass., 1984; physicist; entrepreneur; board \r', 'member, Batavia Foundation for Educational Excellence; elected as a Democrat to \r', 'the One Hundred Tenth Congress, by special election, to fill the vacancy caused \r', 'by the resignation of United States Representative John Dennis Hastert, and \r', 'reelected to the succeeding Congress (March 8, 2008-January 3, 2011); \r', 'unsuccessful candidate for reelection to the One Hundred Twelfth Congress in \r', '2010; elected as a Democrat to the One Hundred Thirteenth and to the two \r', 'succeeding Congresses (January 3, 2013-present).\r']",F000454,1,0,0,1,0,0,0,0,0,0
"FOXX, Virginia Ann","['a Representative from North Carolina; born in New York, New York \r', 'County, N.Y., June 29, 1943; graduated from Crossnore High School, Crossnore, \r', 'N.C., 1961; A.B., University of North Carolina, Chapel Hill, N.C., 1968; \r', 'M.A.C.T., University of North Carolina, Chapel Hill, N.C., 1972; Ed.D., \r', 'University of North Carolina, Greensboro, N.C., 1985; instructor, Caldwell \r', 'Community College, Hudson, N.C.; instructor, Appalachian State University, \r', 'Boone, N.C.; assistant dean, Appalachian State University, Boone, N.C.; \r', 'president, Mayland Community College, Spruce Pine, N.C., 1987-1994; landscape \r', 'nursery owner; deputy secretary for management, North Carolina Department of \r', 'Administration; member of the Watauga County, N.C., board of education, \r', '1976-1988; member of the North Carolina state senate, 1994-2004; elected as a \r', 'Republican to the One Hundred Ninth and to the six succeeding Congresses \r', '(January 3, 2005-present); chair, Committee on Education &amp; the Workforce \r', '(One Hundred Fifteenth Congress).\r']",F000450,1,0,0,1,0,1,0,0,0,0
"FRANKEL, Lois","['a Representative from Florida; born in New York, New York County, \r', 'N.Y., May 16, 1948; graduated from Great Neck South High School, Great Neck, \r', 'N.Y., 1966; B.A., Boston University, Boston, Mass., 1970; J.D., Georgetown \r', 'University, Washington, D.C., 1973; lawyer, private practice; member of the \r', 'Florida state house of representatives, 1986-1992, 1994-2002; minority leader , \r', '2000-2002; Mayor of West Palm Beach, Fl., 2003-2011; unsuccessful candidate for \r', 'election to the One Hundred Third Congress in 1992; elected as a Democrat to \r', 'the One Hundred Thirteenth and to the two succeeding Congresses (January 3, \r', '2013-present).\r']",F000462,1,0,1,0,0,0,0,0,0,0
"FRANKS, Trent","['a Representative from Arizona; born in Uravan, Montrose County, \r', 'Colo., June 19, 1957; attended Ottawa University, Ottawa, Kans.; business \r', 'owner; member of the Arizona state house of representatives, 1985-1987; elected \r', 'as a Republican to the One Hundred Eighth and to the seven succeeding \r', 'Congresses until his resignation on December 8, 2017 (January 3, 2003-December \r', '8, 2017).\r']",F000448,0,0,0,0,0,0,0,0,0,0
"FRELINGHUYSEN, Rodney P.","[' (son of Peter Hood Ballantine Frelinghuysen, Jr., great-great \r', 'grandson of Frederick Frelinghuysen, and great-great-great nephew of Theodore \r', 'Frelinghuysen), \r', 'a Representative from New Jersey; born in New York, N.Y., April 29, \r', '1946; graduated from St. Albans School, Washington, D.C., 1964; B.A., Hobart \r', 'College, Geneva, N.Y., 1969; graduate studies, Trinity College, Hartford, \r', 'Conn.; United States Army, 1969-1971; state and federal aid coordinator and \r', 'administrative assistant to board of chosen freeholders, Morris County, N.J., \r', '1972; board of chosen freeholders, Morris County, N.J., 1974-1983, director, \r', '1980; member, New Jersey commission on capital budgeting and planning; member \r', 'of the New Jersey state general assembly, 1983-1994; member of the Morris \r', 'County, N.J., Republican Committee; elected as a Republican to the One Hundred \r', 'Fourth and to the eleven succeeding Congresses (January 3, 1995-present); \r', 'chair, Committee on Appropriations (One Hundred Fifteenth \r', 'Congress).\r']",F000372,1,0,0,0,0,0,0,0,0,0
"FUDGE, Marcia L.","['a Representative from Ohio; born in Cleveland, Cuyahoga County, \r', 'Ohio, October 29, 1952; graduated from Shaker Heights High School, Shaker \r', 'Heights, Ohio, 1971; B.S., Ohio State University, Columbus, Ohio, 1975; J.D., \r', 'Cleveland Marshall College of Law, Cleveland State University, Cleveland, Ohio, \r', '1983; lawyer, private practice; director, Cuyahoga County, Ohio, \r', 'prosecutor&#x2019;s office; director, Cuyahoga County, Ohio, budget commission; \r', 'director, Cuyahoga County, Ohio, personal property tax department; staff, \r', 'United States Representative Stephanie Tubbs Jones of Ohio, 1999-2000; mayor of \r', 'Warrensville Heights, Ohio, 2000-2008; elected as a Democrat to the One Hundred \r', 'Tenth Congress, by special election, to fill the vacancy caused by the death of \r', 'United States Representative Stephanie Tubbs Jones, and reelected to the five \r', 'succeeding Congresses (November 18, 2008-present).\r']",F000455,0,1,1,0,0,0,0,0,0,0
"GABBARD, Tulsi","['a Representative from Hawaii; born in Leloaloa, American Samoa, \r', 'April 12, 1981; B.S.B.A., Hawaii Pacific University, Honolulu, Hawaii, 2009; \r', 'member of the Hawaii state house of representatives, 2002-2004; Hawaii Army \r', 'National Guard, 2003-present; staff, Senator Daniel Kahikina Akaka of Hawaii; \r', 'member of the Honolulu, Hawaii, city council, 2010-2012; elected as a Democrat \r', 'to the One Hundred Thirteenth and to the two succeeding Congresses (January 3, \r', '2013-present). \r']",G000571,1,1,0,0,0,0,0,0,0,0
"GAETZ, Matthew L. II","['a Representative from Florida; born in Hollywood, Broward County, \r', 'Fla., May 7, 1982; graduated from Niceville High School, Niceville, Fla., 1991; \r', 'B.S., Florida State University, Tallahassee, Fla., 2003; J.D., William &amp; \r', 'Mary Law School, Williamsburg, VA, 2007; lawyer, private practice; member of \r', 'the Florida state house of representatives, 2010-2016; elected as a Republican \r', 'to the One Hundred Fifteenth Congress (January 3, 2017-present).\r']",G000578,0,1,1,0,0,0,0,0,0,0
"GALLAGHER, Michael","['a Representative from Wisconsin; born in Green Bay, Brown County, \r', 'Wis., March 3, 1984; graduated from Mater Dei High School, Santa Ana, Calif., \r', '2002; A.B., Princeton University, Princeton, N.J., 2006; M.S., National \r', 'Intelligence University, Washington, D.C., 2010; M.A., Georgetown University, \r', 'Washington, D.C., 2012; M.A., Georgetown University, Washington, D.C., 2013; \r', 'Ph.D., Georgetown University, Washington, D.C., 2015; United States Marine \r', 'Corps, 2006-2013; staff, United States Senate Foreign Relations Committee, \r', '2013-2015; presidential campaign staff, Scott Walker, 2015; businessman; \r', 'elected as a Republican to the One Hundred Fifteenth Congress (January 3, \r', '2017-present).\r']",G000579,1,0,0,1,0,1,1,0,0,0
"GALLEGO, Ruben","['a Representative from Arizona; born in Chicago, Cook County, Ill., \r', 'November 20, 1979; A.B., Harvard University, Cambridge, Mass., 2004; United \r', 'States Marine Corps, 2002-2006; public affairs consultant, 2007-2008; delegate, \r', 'Democratic National Convention, 2008; vice-chair, Arizona Democratic party, \r', '2009; member of the Arizona state house of representatives, 2010-2014, \r', 'assistant minority leader, 2012-2014; elected as a Democrat to the One Hundred \r', 'Fourteenth and to the succeeding Congress (January 3, \r', '2015-present).\r']",G000574,1,0,0,0,0,0,0,0,0,0
"GARAMENDI, John","['a Representative from California; born in Camp Blanding, Clay \r', 'County, Fla., January 24, 1945; B.A., University of California, Berkeley, \r', 'Calif., 1966; M.B.A., Harvard University, Cambridge, Mass., 1970; businessman; \r', 'rancher; United States Peace Corps, 1966-1968; member of the California state \r', 'assembly 1974-1976; member of the California state senate 1976-1990; California \r', 'state insurance commissioner, 1991-1994, 2002-2006; deputy secretary, United \r', 'States Department of the Interior, 1995-1998; lieutenant governor of \r', 'California, 2007-2009; elected as a Democrat to the One Hundred Eleventh \r', 'Congress, by special election, to fill the vacancy caused by the resignation of \r', 'United States Representative Ellen Tauscher, and reelected to the four \r', 'succeeding Congresses (November 3, 2009-present).\r']",G000559,1,0,0,0,1,0,0,0,0,0
"GARRETT, Thomas Alexander Jr.","['a Representative from Virginia; born in Atlanta, Fulton County, \r', 'Georgia, March 27, 1972; graduated from Louisa County High School, Mineral, \r', 'Va., 1990; B.A., University of Richmond, Richmond, Va., 1994; J.D., University \r', 'of Richmond, Richmond, Va., 2002; United States Army, 1995-2000; assistant \r', 'attorney general, Va., 2002-2007; Louisa County commonwealth attorney, \r', '2008-2012; member of the Virginia state senate, 2012-2016; elected as a \r', 'Republican to the One Hundred Fifteenth Congress (January 3, \r', '2017-present).\r']",G000580,1,0,1,0,0,0,0,0,0,0
"GIANFORTE, Greg","['a Representative from Montana; born in San Diego, San Diego County, \r', 'Calif., April 17, 1961; graduated from Upper Merion High School, King of \r', 'Prussia, Penn., 1979; B.S., Stevens Institute of Technology, Hoboken, N.J., \r', '1983; M.S., Stevens Institute of Technology, Hoboken, N.J., 1983; engineer; \r', 'business owner; unsuccessful candidate for Governor of Montana in 2016; elected \r', 'as a Republican to the One Hundred Fifteenth Congress, by special election, to \r', 'fill the vacancy caused by the resignation of United States Representative Ryan \r', 'Zinke (May 25, 2017- present).\r']",G000584,0,1,0,0,0,0,1,0,0,0
"GIBBS, Bob","['a Representative from Ohio; born in Peru, Miami County, Ind., June \r', '14, 1954; graduated from Bay Village Senior High School, Bay Village, Ohio, \r', '1972; A.A.S., Ohio State University Agricultural Technical Institute, Wooster, \r', 'Ohio, 1974; technician; farmer; business owner; president, Ohio Farm Bureau \r', 'Federation; member of the Ohio state house of representatives, 2003-2009; \r', 'member of the Ohio state senate, 2009-2010; elected as a Republican to the One \r', 'Hundred Twelfth and to the three succeeding Congresses (January 3, \r', '2011-present).\r']",G000563,0,0,0,0,0,0,0,0,0,0
